audio	noun	hang		
audiobook	noun	Hangoskönyv		
audio feature		hangszolgáltatás		
audio file		hangfájl		
audit	noun	audit		
audit	verb	auditálni		
authentication	noun	hitelesítés		**Nem** autentikáció, authentikáció
author	noun	szerző		
authorization	noun	jogosultság		
authorization	verb	felhatalmazni		
auto	adjective	automatikus		**Nem** automata.
autodetect	noun	automatikus felismerés		
autodiscovery	noun	automatikus feltérképezés		
autofill	noun	automatikus kitöltés		
automatic	adjective	automatikus		
availability	noun	elérhetőség		
available	adjective	elérhető		
avatar	noun	profilkép		
average	noun	átlag		
axial	adjective	tengelyirányú		
axis	noun	tengely		
backend	noun	háttér-		
backend	noun	háttérprogram	programozás	
background	noun	háttér		
background color		háttérszín		
background fill		háttérkitöltés		
backport	verb	visszaportolni		Folt alkalmazása egy korábbi szoftververzión.
Backspace	noun	Backspace		A billentyűk nevét nem jellemzően nem fordítjuk le.
backup	noun	biztonsági mentés		
backup	noun	tartalék		
backup copy		biztonsági mentés		
backup domain controller		tartalék tartományvezérlő		
backward	adjective	vissza		
balance	noun	egyenleg		
balance	noun	egyensúly		
balance columns		oszlopok kiegyensúlyozása		
ban	verb	kitiltani		
banner	noun	kísérőoldal		Nyomdai szakkifejezés.
banner	noun	reklámcsík		Weboldalakon található elem.
bar	noun	bigyó		A *foo*, *bar* és *baz* ilyen töltelékszavak.
BASE64		BASE64-kódolás		
base	noun	alap		
based	suffix	-alapú		Például *Java-alapú*
base line		alapvonal		
batch file		parancsfájl		
battery	noun	akkumulátor		Nem **telep**, az nem tölthető.
baud rate		átviteli sebesség		
BCC	noun	rejtett másolat		Levelezésnél, eredeti jelentése *Blind Carbon Copy*.
behavior	noun	viselkedés		
benchmark	noun	teljesítményteszt		
best viewed with		megtekintéshez javasolt:		
bibliography	noun	irodalomjegyzék		
binary	adjective	bináris		
binary file		bináris fájl		
binary operator		bináris operátor		
binding	noun	kötés		
bisect	verb	+bináris keresést futtatni	verziókezelés	
bit	noun	bit		
bitmap	noun	bitkép		
bitmask	noun	bitmaszk		
bitrate	noun	bitsebesség		
blacklist	noun	feketelista		
black white		fekete-fehér		
blame	verb	+gyanúsítani	verziókezelés	
blame	verb	+hibáztatni	verziókezelés	
blank	noun	üres		
blank	verb	törölni		
bleed marks		kifutójelek		
blind copy		rejtett másolat		
blinking cursor		villogó kurzor		
block	noun	blokk	fájlrendszer	
block	noun	tiltás		
block	verb	letiltani		
block buffer		blokkpuffer		
block device		blokkeszköz		
blocked	adjective	blokkolt		
blur image		kép elmosása		
board game		táblajáték		
body	noun	törzs		
bold	adjective	félkövér		
bonding devices		nyalábolt eszközök		
book	noun	könyv		
book excerpt	noun	könyvkivonat		
bookmark	noun	könyvjelző		
boolean	adjective	logikai		
boolean and		logikai és		
boolean not		logikai nem		
boolean or		logikai vagy		
boolean value		logikai érték		
boolean xor		logikai kizáró vagy		
boot	noun	rendszerindítás		A folyamat a gép bekapcsolásától az operációs rendszer elindításáig.
boot	verb	indítani		
bootloader	noun	rendszerbetöltő		Például GRUB, LILO
boot sector		boot szektor	fájlrendszer	
bopomofo	noun	bopomofo		Kínai átírási rendszer
border	noun	szegély		
bot	noun	+gépi játékos	játék	
bottleneck	noun	szűk keresztmetszet		
bounce key		billentyűszűrés		
box	noun	doboz		
brace	noun	kapcsos zárójel		
bracket	noun	szögletes zárójel		
bracket matching		zárójelek párosítása		
branch	noun	ág		
branch	noun	+ág	verziókezelés	
branch	verb	+elágazni	verziókezelés	
brand	noun	márka		
break	noun	törés		
breakpoint	noun	töréspont		
breve	noun	breve		Diakritikus jel
brightness	noun	fényerő		
broadcast	noun	adás		
brochure	noun	brosúra		
broken	adjective	sérült		
brownstone	noun	homokkő		
browse	verb	böngészni		A felhasználó böngészik a weblapok között.
browse	verb	tallózni		A felhasználó tallóz a fájlok között.
browser	noun	böngésző		
brush	noun	ecset		
B-spline	noun	B-spline		A spline egy olyan görbe, amely polinommal írható le.
buddy	noun	partner	azonnali üzenetküldés	
buffer	noun	puffer		
bug	noun	hiba		
build	noun	összeállítás		
build	verb	összeállítani		
built-in	adjective	beépített		
bullet	noun	felsorolásjel		
bulletin board	noun	hirdetőtábla		
bullets and numberings		felsorolás és számozás		
bus	noun	busz		
bus	noun	sín		
busy	adjective	foglalt		
button	noun	gomb		
byte		bájt		Az AkH. szerint helytelen, de megegyezés alapján így fordítjuk.
cache	noun	gyorsítótár		
calculate		számítás		
calculation template group		számítássablon-csoport		
calculator	noun	számológép		
calendar	noun	naptár		
call	noun	hívás		
callback	noun	visszahívás		
callout	noun	felirat		
call stack		hívási verem		
camera	noun	fényképezőgép		
camera position		kamerapozíció		
cancel	verb	megszakítani		Gombfeliratként *Mégse*.
canceled by user		felhasználói megszakítás		
can not		nem lehet		
canonicalize	verb	normalizálni		
can't		nem lehet		
canvas	noun	rajzvászon		
capability	noun	képesség		
capitals		nagybetűk		
captcha	noun	captcha		Completely Automated Public Turing test to tell Computers and Humans Apart
caption	noun	felirat		
capture	verb	rögzíteni		
caret	noun	kalap		Más néven háztető karakter.
caret	noun	kurzor		
cartoon	noun	rajzfilm		
cartridge	noun	kazetta		
cascade windows		lépcsőzetes ablakelrendezés		
case sensitive		kis- és nagybetű		A tömörség miatt fordítjuk így.
catalog	noun	katalógus		
category	noun	kategória		
CC		másolatot kap		
CD		CD		Compact Disk, CD-lemez
CD-ROM drive		CD-meghajtó		
cell	noun	cella		
cellular	noun	mobil		
center	noun	közép		Jellemzően középre igazításkor, ilyenkor „középre”
centered	adjective	középre helyezett (háttérkép)		
centralize	verb	központosítani		
certificate	noun	tanúsítvány		
certificate authority		hitelesítésszolgáltató		
certificate issuer		tanúsítvány kiállítója		
change	noun	módosítás		Egyéb lehetőségek: változás, változtatás
change	verb	módosítani		Egyéb lehetőségek: változtat
changelog	noun	változások listája		Egyéb lehetőségek: változásnapló
channel	noun	csatorna		
chapter	noun	fejezet		
character	noun	karakter		
character device		karakteres eszköz		
characteristics	noun	jellemző		
character set		karakterkészlet		
char cell		karaktercella		
charcoal sketch		szénvázlat		
chart	noun	diagram		
chat	noun	csevegés		Alkalmazás esetén „csevegőprogram”
check	verb	ellenőrizni		
check bit		ellenőrző bit		
checkbox	noun	jelölőnégyzet		
checkered	adjective	kockás		Egyéb lehetőségek: sakktáblás
checkered diagonal		rombuszos		
checkout	verb	+átváltani	verziókezelés	git
checkout	verb	+lekérni	verziókezelés	svn
checkpoint	noun	ellenőrzőpont		
cherry-pick	verb	mazsolázni	verziókezelés	
child	noun	gyermek		
child process		gyermekfolyamat		
chipset	noun	lapkakészlet		
choose	verb	választani		Feliratként *Válasszon*
chroma	noun	színesség		
chrominance	adjective	színesség		
cipher	noun	titkosító		
circle	noun	kör		
circle arc		körív		
circle pie		kördiagram		
circle sector		körcikk		
circle segment		körszelet		
circumflex	noun	kalap		Más néven háztető karakter.
city	noun	város		
CJK compatibility		távol-keleti kompatibilitás		
class	noun	osztály		
classic	adjective	klasszikus		
class id		osztályazonosító		
classification	noun	besorolás		
classification	noun	osztályozás	matematika	
clean	verb	tisztítani		
clean	verb	+tisztítani	verziókezelés	
clear	verb	törölni		
click	noun	kattintás		
click	verb	kattintani		
client	noun	kliens		
client	noun	ügyfél		
clipart	noun	clipart		
clipboard	noun	vágólap		
clipboard id		vágólap azonosítója		
clone	verb	+klónozni	verziókezelés	
close	verb	bezárni		
cloud computing		számítási felhő		
CMYK		CMYK		Színkeverési mód: cián, bíbor, sárga és fekete
coarse grained		durva felbontású		
code	noun	kód		
codec	noun	kodek		Kódoló-dekódoló
code map		karakterkiosztás		
code segment		kódszegmens		
coefficient	noun	együttható		
collaboration	noun	együttműködés		
collapse	verb	összecsukni		
collate	verb	szétválogatni		
collision	noun	ütközés		
color	noun	szín		
color bars		színellenőrző csíkok		
colorblind	adjective	színtévesztő		
column	noun	oszlop		
column spacing		hasábtávolság		
combo box		legördülő menü		
comes into effect		életbe lép		
comma	noun	vessző		
command	noun	parancs		
command line		parancssor		
command line options		parancssori kapcsolók		
comment	noun	megjegyzés		
commit	noun	+véglegesítő	verziókezelés	
commit	verb	véglegesíteni	verziókezelés	
common	noun	általános		
common file		közös fájl		
common name		általános név	LDAP	
common properties		általános tulajdonságok		
company	noun	cég		
compare	verb	összehasonlítani		
comparison	noun	összehasonlítás		
compile	verb	fordítani		
complete	adjective	kész		
completion	noun	kiegészítés		
compliant	adjective	megfelelő		
compose	verb	összeállítani		
compress	verb	tömöríteni		
compressed	adjective	tömörített		
computer player	noun	+gépi játékos	játék	
concatenate	verb	összefűzni		
concatenation	noun	összefűzés		
concordance file		szómutatófájl		
conditional formatting		feltételes formázás		
conditional style		feltételes stílus		
conditional text		feltételes szöveg		
condition	noun	feltétel		
conduit	noun	csatoló		
cone	noun	kúp		
conference proceedings		konferencia-jegyzőkönyv		
conference report		konferenciabeszámoló		
confidence level		konfidenciaszint		
confidential	adjective	bizalmas		
confidentiality level		bizalmassági szint		
config file		konfigurációs fájl		
configuration	noun	beállítás		Előfordulhat, hogy *konfiguráció* lesz magyarul, például *configuration options* (konfigurációs beállítások).
configure	verb	beállítani		
confine	verb	korlátozni		
confirmation	noun	megerősítés		
confirm	verb	megerősíteni		
confirm delete		törlés megerősítése		
confirm receipt		kézhezvétel megerősítése		
connect	verb	kapcsolódni		Egyes kontextusokban összeköt, csatlakoztat.
connection	noun	kapcsolat		
connector	adjective	összekötő		
connector attributes		összekötő attribútumai		
connector reserved 2		2. fenntartott összekötő		
consecutive numbering		folyamatos számozás		
consolidate	verb	összesíteni		
constraint	noun	megszorítás		
contact	noun	névjegy		
contain	verb	tartalmazni		
content	noun	tartalom		
content negotiation		tartalomegyeztetés		
contents	noun	tartalomjegyzék		
context	noun	környezet		
context menu		helyi menü		A jobb egérgombbal előhozható környezeti menü.
continue	verb	folytatni		
continuous	adjective	folytonos		
contour	noun	körvonal		
contrast	noun	kontraszt		
contribute	verb	közreműködni		
contributor	noun	közreműködő		
control	noun	vezérlés		
control	noun	vezérlőelem		
control	verb	vezérelni		
convened by		összehívta:		
conversation	noun	beszélgetés		
conversation	noun	társalgás		
conversion	noun	átalakítás		
convert	verb	átalakítani		Fájl átalakítása más formátumba.
cookie	noun	süti		
coordinate	noun	koordináta		
coprocess	noun	társfolyamat		
copy	noun	másolat		
copy	verb	másolni		
copyright	noun	copyright		
CORBA	noun	CORBA		Common Object Request Broker Architecture, lásd Wikipédia 
core file		core fájl		
correct	verb	javítani		
correlation	noun	korreláció		
corrupt	adjective	sérült		
cos	noun	koszinusz		
cost	noun	költség		
could not		nem sikerült		
couldn't		nem sikerült		
count	noun	darabszám		
count	noun	mennyiség		
country	noun	ország		
covariance	noun	kovariancia		
cover	noun	borító	zene	Lemezborító.
CPU	noun	CPU		Central Processing Unit, központi processzor
CPU	noun	processzor		
CR	noun	CR		Kocsi vissza karakter.
crash	noun	összeomlás		
crawl	verb	bejárni		A tartalomindexelők bejárják a webet.
CRC	noun	ellenőrzőösszeg		
create	verb	létrehozni		
creation		létrehozás		
creator		létrehozó		
credential	noun	hitelesítési adatok		
credit	noun	köszönet		
credits	noun	köszönet		
criteria	noun	feltételek		
critical error		kritikus hiba		
CR LF		CR LF		Kocsi vissza és új sor karakter.
crop	verb	levágni		
crop marks	noun	vágójelek		
crossplatform	verb	keresztplatformos		
cross-reference	noun	kereszthivatkozás		
cross site scripting		webhelyközi parancsfájl		
crypto	prefix	titkosítási-		Egyes esetekben nem fordítjuk, például *kriptovaluta*.
Ctrl		Ctrl		A billentyűk nevét nem jellemzően nem fordítjuk le .
cube	noun	kocka		
cubic spline		harmadfokú spline		Más néven köbös spline.
curly bracket		kapcsos zárójel		
currency	noun	pénznem		
current	adjective	jelenlegi		
current context		jelenlegi környezet		
currently	adverb	jelenleg		
currently	adverb	pillanatnyilag		
cursor	noun	kurzor		
cursor type		kurzortípus		
curve	noun	görbe		
curve integral		vonalintegrál		
custom	adjective	egyéni		**Nem** egyedi
custom	adjective	egyéni		**Nem** egyedi.
custom dictionaries		saját szótár		
customization	noun	testreszabás		
customize	verb	testreszabni		A hunspell aláhúzza, de helyes az egybeírás. Egyéb lehetőség: személyre szabás.
custom window		egyéni ablak		
cut	verb	kivágni		
cycle	noun	körforgás		
cylinder	noun	henger		
cyrillic	adjective	cirill		
daemon	noun	démon		
data	noun	adat		Jellemzően többes számban fordítjuk, angolul megszámlálhatatlan.
data	noun	adatok		Jellemzően többes számban fordítjuk, angolul megszámlálhatatlan.
database	noun	adatbázis		
databuffer	noun	adatpuffer		
date	noun	dátum		
datetime		+dátum és idő		adattípus, alapból nem fordítjuk, dátum és idő?
day	noun	nap		
DDE	noun	DDE		
DDE error		DDE-hiba		
DDE field		DDE-mező		
DDE link		DDE-kapcsolat		
deactivate	verb	kikapcsolni		
deblocking	noun	blokkbontás		
debug	verb	hibakeresés		Az angolban ige, akként nincs közvetlen magyar megfelelője.
debugger	noun	hibakereső		
decimal	adjective	decimális		
decimal accuracy		tizedes pontosság		
decimal places		tizedeshelyek		
decimal separator		tizedesjel		
decoder	noun	dekódoló		
decompress	verb	kibontani		
decorative	adjective	díszes		
decrease	verb	csökkenteni		
decrease indent		behúzás csökkentése		
decrease spacing		helykihagyás csökkentése		
decrypt	verb	visszafejteni		
decryption	noun	visszafejtés		
default	adjective	alapértelmezett		
define	verb	meghatározni		
definition	noun	meghatározás		
degree	noun	fok		
degrees of freedom		szabadsági fok		
deinstallation	noun	eltávolítás		
deinstall	verb	eltávolítani		
deinterlace	verb	váltottsorosság megszüntetése		
delay	noun	késleltetés		
delete	verb	törölni		
demote	verb	lefokozni		
demuxer		+daraboló	képfeldolgozas	szétbontó?
denominator	noun	nevező	matematika	A törtszám nevezője.
denote	verb	jelezni		
deny	verb	megtagadni		
department	noun	részleg		
depth	noun	mélység		
descending	adjective	csökkenő		
description	noun	leírás		
descriptor	noun	leíró		
deselect all		kijelölések megszüntetése		
deserialize	verb	visszafejteni		
design	noun	látványterv		
design view		terv nézet		
desktop	noun	asztal		A számítógép asztala.
desktop background		háttér		
desktop environment		asztali környezet		
desktop publishing		kiadványszerkesztés		
destination	noun	cél		
destroy	verb	kilőni		Egy program kilövése (kényszerített leállítása)
detail	noun	részlet		
detect	verb	felismerni		Például egy hardverelemet.
detection	noun	észlelés		
detection	noun	felismerés		
detective	noun	detektív		
determine	noun	meghatároz		
development	noun	fejlesztés		
device	noun	eszköz		
diacritic	noun	mellékjel		
diagnostic	adjective	diagnosztikai		
diagonal	adjective	átlós		
diagonal	noun	átló		
diagram	noun	diagram		
dial	verb	tárcsázni		
dialing	noun	tárcsázás		
dialog	noun	párbeszédablak		
dialout	noun	kitárcsázás		
dialout device		kitárcsázó eszköz		
dial-up	adjective	betárcsázós		Betárcsázós internet.
dictionary	noun	szótár		
diff	verb	+összehasonlítani	verziókezelés	
digest	noun	kivonat		
digital	adjective	digitális		
digit	noun	számjegy		
dimension	noun	dimenzió		
dimensioning	noun	méretezés		
dimension line		méretvonal		
direct column break		közvetlen hasábtörés		
direct cursor		közvetlen kurzor		
direction	noun	irány		
directive	noun	direktíva		
direct line break		közvetlen sortörés		
directly	adverb	közvetlenül		
directory	noun	címtár	LDAP	
directory	noun	könyvtár		
directory tree	noun	könyvtárstruktúra		
direct page break		közvetlen oldaltörés		
disable	verb	tiltani		
disabled	adjective	letiltott		
discard	verb	eldobni		
discard	verb	elvetni		
disconnect	verb	leválasztani		Az eszközöket leválasztjuk, de a kapcsolatot bontjuk.
disconnected	adjective	szétkapcsolva		
disconnected from server		+leválasztva a kiszolgálóról	játék	
discover	verb	feltérképezni		Például hálózat feltérképezése.
discrete	noun	diszkrét		
disk	noun	lemez		
dismiss	verb	eltüntetni		
dispatcher	noun	kézbesítő		
display	verb	megjeleníteni		
dissertation	noun	értekezés		
dissolve	verb	áttűnik		
distance	noun	távolság		
distinct values		különböző értékek		
distinguished name		megkülönböztető név	LDAP	
distort	verb	torzítani		
distribute	verb	elosztani		
distributed	adjective	elosztott		
distribution	noun	disztribúció		A különböző GNU/Linux-alapú operációs rendszereket Linux-disztribúcióknak nevezzük. 
distribution	noun	eloszlás	matematika	
distribution	noun	elosztás		
dithering	noun	árnyalás		
dithering	noun	színközelítés		
dithering	noun	színszórás		
divide	verb	osztani		
dividend	noun	osztandó	matematika	
division by zero		osztás nullával		
divisor	noun	osztó	matematika	
DMA		DMA		Direct Memory Access
DNS		DNS		Domain Name Service, névkiszolgáló
dockapp	noun	dokkalkalmazás		
document	noun	dokumentum		
domain	noun	domain		A webcímek esetén nincs meghonosodott magyar elnevezés.
domain	noun	tartomány		
dot	noun	pont		
dot dash		pont vonás		
dotted underline		pontozott aláhúzás		
double-angled line		kettős cikkcakkos vonal		
double click		dupla kattintás		
double curve integral		kettős vonalintegrál		
double integral		kettős integrál		
double quotes		kettős idézőjelek		
downgrade	verb	visszafejleszteni		
download	noun	letöltés		
download	verb	letölteni		
drag and drop		fogd és vidd		
drag	verb	húzni		
draw	verb	rajzolni		
drawer	noun	fiók		
draw functions		rajzolóműveletek		
drawing	noun	rajz		
drawing area		rajzterület		
draw object		rajzobjektum		
draw object bar		rajzobjektum eszköztár		
drive	noun	meghajtó		
driver	noun	illesztőprogram		Egyéb lehetőségek: eszközmeghajtó
drop	verb	ejteni		
drop caps		iniciálé		
dropdown	noun	legördülő		
dropdown menu		legördülő menü		
droplet	noun	csepp		
dummy	adjective	üres		
duplicate	noun	ismétlődő		
duplicate	verb	kétszerezni		
duration	noun	időtartam		
dwell click		elidőzési kattintás		
dynamic	adjective	dinamikus		
easy	adjective	egyszerű		
echo	noun	visszhang		
edge	noun	szél		
edit	noun	szerkesztés		
edit	verb	szerkeszteni		
editing time		szerkesztés ideje		
edition	noun	kiadás		
editor	noun	szerkesztő		
effect	noun	hatás		
e.g.		például		Ha csak lehet, nem rövidítjük, hanem kiírjuk.
eject	verb	kiadni		CD-lemez kiadása.
elapsed	adjective	eltelt		
element	noun	elem		
eliminate points		pontok eltávolítása		
ellipse	noun	ellipszis		
ellipse pie		ellipszisdiagram		
ellipse segment		ellipszisszelet		
ellipsize	noun	kihagyás		Rövidítés egy szövegben, például *kih...ás*
elliptical arc		elliptikus ív		
e-mail address		e-mail-cím		
e-mail	noun	e-mail		
email	noun	e-mail		
embed	verb	beágyazni		
embedded	adjective	beágyazott		
embedded object (OLE)		beágyazott objektum (OLE)		
emblem	noun	matrica		
emoticon	noun	hangulatjel		
emphasis	noun	kiemelés		
empty	adjective	üres		
empty recycle bin		lomtár ürítése	Windows	
emulation	noun	emuláció		
enable	verb	engedélyezni		
enabled	adjective	engedélyezett		
enabled	adjective	engedélyezve		
enclosed alphanumerics		csatolt alfanumerikus karakterek		
encode	verb	titkosítani	PGP	
encoder	noun	kódoló		
encoding	noun	kódolás		
encounter	verb	találni		Például az alkalmazás váratlan hibát talált.
encrypt	verb	titkosítani		
encryption	noun	titkosítás		
endash	noun	gondolatjel		
endless	adjective	végtelen		
endnote	noun	végjegyzet		
end quote		idézet vége		
end value		végérték		
enforce	verb	kikényszeríteni		
engine	noun	alrendszer		
engineering	noun	mérnöki tudomány		
engineering	noun	műszaki tervezés		
enhance edges		élek kiemelése		
enlargement	noun	méret növelése		
entity	noun	entitás		
entry	noun	bejegyzés		
envelope	noun	boríték		
environment variable		környezeti változó		
equal	verb	egyenlő [vmivel]		
equalizer	noun	hangszínszabályzó		
equation	noun	egyenlet		
error	noun	hiba		
error margin		biztonsági ráhagyás		
error message		hibaüzenet		
error occurred		hiba történt		
essential	adjective	alapvető		
establish	verb	létrehozni		
estimate	verb	becsülni		
Ethernet	noun	Ethernet		
evaluate	verb	kiértékelni		
evaluation	noun	kiértékelés		
even	adjective	páros		
event	noun	esemény		
example	noun	példa		
exceed	verb	túllépni		
exception	noun	kivétel		
excess length		fölös hossz		
exclusive access		kizárólagos hozzáférés		
exclusive OR		kizáró VAGY		
executable file		végrehajtható fájl		
execute	verb	végrehajtani		
execution	noun	végrehajtás		
exist	verb	létezik		
existing	noun	meglévő		
existing design		meglévő látványterv		
exit	verb	kilépni		
expand	verb	kibontani		Például felületi elemnél.
expanded memory		kiterjesztett memória		
expected location		elvárt hely		
expiration	noun	lejárat		
expired	adjective	lejárt		
exponential function		exponenciális függvény		
exponential increase		exponenciális növekedés		
exponential notation		exponenciális ábrázolás		
export	verb	exportálni		
export file		fájl exportálása		
exposure time		expozíciós idő		
expression	noun	kifejezés		
extended help		részletes súgó		
extended selection on		kiterjeszthető kijelölés be		
extended tips		részletes tippek		
extension	noun	kiegészítő	Mozilla	A Mozilla termékekben így fordítjuk, mert a régi *add-onokat* felváltották az ún. *WebExtensionök*.
extension	noun	kiterjesztés		Egy fájl kiterjesztése
extent	noun	kiterjedés		
external	adjective	külső		
extract	verb	kibontani		Például tömörített fájlok kibontása.
facilitate	verb	megkönnyíteni		
facility	noun	szolgáltatás		
factor	noun	tényező		Például prímtényezős felbontás
factorial	noun	faktoriális		
fade	verb	elhalványulni		
failed	verb	nem sikerült [vmit csinálni]		Mondatban jellemzően sikertelen.
fallback	adjective	tartalék		
false	adjective	hamis		
fast-forward	noun	+előrepörgetett változat	verziókezelés	
fast-forward	verb	+előrepörgetni	verziókezelés	
favicon	noun	weblapikon		
favorite	adjective	kedvenc		
fax	noun	fax		
fax cover		fax fedőlap		
feature	noun	funkció		
feature	noun	szolgáltatás		
featureful	adjective	funkciógazdag		
feed	noun	hírforrás		Jellemzően RSS-hírforrás
feedback	noun	visszajelzés		
fetch	verb	lekérni		
fetch	verb	+letölteni	verziókezelés	
field	noun	mező		
field codes		mezőkódok		
field delimiter		mezőelválasztó		
file	noun	fájl		**Nem** állomány.
file browser		fájlböngésző		
file chooser		fájlválasztó		
filename	noun	fájlnév		
filesystem	noun	fájlrendszer		
fill	verb	kitölteni		
fill color		kitöltőszín		
fill data series		adatsor kitöltése		
filter	noun	szűrő		
financial	adjective	pénzügyi		
find	verb	keresni		
finish	verb	befejezni		
firmware	noun	firmware		Nincs meghonosodott magyar elnevezés.
first name		utónév		
fit to frame		keretbe illesztés		
fixed	adjective	rögzített		
fixed font		rögzített szélességű betűkészlet		
fixup	noun	+gyorsjavítás	verziókezelés	
flag	noun	jelző		
flashcard	noun	tanulókártya		
flavor	noun	változat		Például: a Xubuntu egy Ubuntu változat
flip horizontally		vízszintes tükrözés		
flip vertically		függőleges tükrözés		
float	noun	lebegőpontos szám		
floating frame		úszó keret		
floppy	noun	floppy		**Nem** hajlékonylemez. (Szvsz. a flopi szó mára meghonosodott – meskobalazs)
flowchart	noun	folyamatábra		
