audit	verb	auditálni		
authentication	noun	hitelesítés		**Nem** autentikáció, authentikáció
author	noun	szerző		
authorization	verb	felhatalmazni		
authorization	noun	jogosultság		
auto	adjective	automatikus		**Nem** automata.
autodetect	noun	automatikus felismerés		
autodiscovery	noun	automatikus feltérképezés		
autofill	noun	automatikus kitöltés		
automatic	adjective	automatikus		
availability	noun	elérhetőség		
available	adjective	elérhető		
avatar	noun	profilkép		
average	noun	átlag		
axial	adjective	tengelyirányú		
axis	noun	tengely		
B-spline	noun	B-spline		A spline egy olyan görbe, amely polinommal írható le.
backend	noun	háttér-		
backend	noun	háttérprogram	programozás	
background	noun	háttér		
background color		háttérszín		
background fill		háttérkitöltés		
backport	verb	visszaportolni		Folt alkalmazása egy korábbi szoftververzión.
Backspace	noun	Backspace		A billentyűk nevét nem jellemzően nem fordítjuk le.
backup	noun	biztonsági mentés		
backup	noun	tartalék		
backup copy		biztonsági mentés		
backup domain controller		tartalék tartományvezérlő		
backward	adjective	vissza		
balance	noun	egyensúly		
balance	noun	egyenleg		
balance columns		oszlopok kiegyensúlyozása		
ban	verb	kitiltani		
banner	noun	kísérőoldal		Nyomdai szakkifejezés.
banner	noun	reklámcsík		Weboldalakon található elem.
bar	noun	bigyó		A *foo*, *bar* és *baz* ilyen töltelékszavak.
base	noun	alap		
base line		alapvonal		
BASE64		BASE64-kódolás		
based	suffix	-alapú		Például *Java-alapú*
batch file		parancsfájl		
battery	noun	akkumulátor		Nem **telep**, az nem tölthető.
baud rate		átviteli sebesség		
BCC	noun	rejtett másolat		Levelezésnél, eredeti jelentése *Blind Carbon Copy*.
behavior	noun	viselkedés		
benchmark	noun	teljesítményteszt		
best viewed with		megtekintéshez javasolt:		
bibliography	noun	irodalomjegyzék		
binary	adjective	bináris		
binary file		bináris fájl		
binary operator		bináris operátor		
binding	noun	kötés		
bit	noun	bit		
bitmap	noun	bitkép		
bitmask	noun	bitmaszk		
bitrate	noun	bitsebesség		
black white		fekete-fehér		
blacklist	noun	feketelista		
blank	noun	üres		
blank	verb	törölni		
blank	noun	üres		
bleed marks		kifutójelek		
blind copy		rejtett másolat		
blinking cursor		villogó kurzor		
block	noun	blokk	fájlrendszer	
block	noun	tiltás		
block	verb	letiltani		
block buffer		blokkpuffer		
block device		blokkeszköz		
blocked	adjective	blokkolt		
blur image		kép elmosása		
board game		táblajáték		
body	noun	törzs		
bold	adjective	félkövér		
bonding devices		nyalábolt eszközök		
book	noun	könyv		
book excerpt	noun	könyvkivonat		
bookmark	noun	könyvjelző		
boolean	adjective	logikai		
boolean and		logikai és		
boolean not		logikai nem		
boolean or		logikai vagy		
boolean value		logikai érték		
boolean xor		logikai kizáró vagy		
boot	verb	indítani		
boot	noun	rendszerindítás		A folyamat a gép bekapcsolásától az operációs rendszer elindításáig.
boot sector		boot szektor	fájlrendszer	
bootloader	noun	rendszerbetöltő		Például GRUB, LILO
bopomofo	noun	bopomofo		Kínai átírási rendszer
border	noun	szegély		
bottleneck	noun	szűk keresztmetszet		
bounce key		billentyűszűrés		
box	noun	doboz		
brace	noun	kapcsos zárójel		
bracket	noun	szögletes zárójel		
bracket matching		zárójelek párosítása		
branch	noun	ág		
brand	noun	márka		
break	noun	törés		
breakpoint	noun	töréspont		
breve	noun	breve		Diakritikus jel
brightness	noun	fényerő		
broadcast	noun	adás		
brochure	noun	brosúra		
broken	adjective	sérült		
brownstone	noun	homokkő		
browse	verb	böngészni		A felhasználó böngészik a weblapok között.
browse	verb	tallózni		A felhasználó tallóz a fájlok között.
browser	noun	böngésző		
brush	noun	ecset		
buddy	noun	partner	azonnali üzenetküldés	
buffer	noun	puffer		
bug	noun	hiba		
build	verb	összeállítani		
build	noun	összeállítás		
built-in	adjective	beépített		
bullet	noun	felsorolásjel		
bulletin board	noun	hirdetőtábla		
bullets and numberings		felsorolás és számozás		
bus	noun	busz		
bus	noun	sín		
busy	adjective	foglalt		
button	noun	gomb		
byte		bájt		Az AkH. szerint helytelen, de megegyezés alapján így fordítjuk.
cache	noun	gyorsítótár		
calculate		számítás		
calculation template group		számítássablon-csoport		
calculator	noun	számológép		
calendar	noun	naptár		
call	noun	hívás		
call stack		hívási verem		
callback	noun	visszahívás		
callout	noun	felirat		
camera	noun	fényképezőgép		
camera position		kamerapozíció		
can not		nem lehet		
can't		nem lehet		
cancel	verb	megszakítani		Gombfeliratként *Mégse*.
canceled by user		felhasználói megszakítás		
canonicalize	verb	normalizálni		
canvas	noun	rajzvászon		
capability	noun	képesség		
capitals		nagybetűk		
captcha	noun	captcha		Completely Automated Public Turing test to tell Computers and Humans Apart
caption	noun	felirat		
capture	verb	rögzíteni		
caret	noun	kurzor		
caret	noun	kalap		Más néven háztető karakter.
cartoon	noun	rajzfilm		
cartridge	noun	kazetta		
cascade windows		lépcsőzetes ablakelrendezés		
case sensitive		kis- és nagybetű		A tömörség miatt fordítjuk így.
catalog	noun	katalógus		
category	noun	kategória		
CC		másolatot kap		
CD		CD		Compact Disk, CD-lemez
CD-ROM drive		CD-meghajtó		
cell	noun	cella		
cellular	noun	mobil		
center	noun	közép		Jellemzően középre igazításkor, ilyenkor „középre”
centered	adjective	középre helyezett (háttérkép)		
centralize	verb	központosítani		
certificate	noun	tanúsítvány		
certificate authority		hitelesítésszolgáltató		
certificate issuer		tanúsítvány kiállítója		
change	verb	módosítani		Egyéb lehetőségek: változtat
change	noun	módosítás		Egyéb lehetőségek: változás, változtatás
changelog	noun	változások listája		Egyéb lehetőségek: változásnapló
channel	noun	csatorna		
chapter	noun	fejezet		
char cell		karaktercella		
character	noun	karakter		
character device		karakteres eszköz		
character set		karakterkészlet		
characteristics	noun	jellemző		
charcoal sketch		szénvázlat		
chart	noun	diagram		
chat	noun	csevegés		Alkalmazás esetén „csevegőprogram”
check	verb	ellenőrizni		
check bit		ellenőrző bit		
checkbox	noun	jelölőnégyzet		
checkered	adjective	kockás		Egyéb lehetőségek: sakktáblás
checkered diagonal		rombuszos		
checkpoint	noun	ellenőrzőpont		
cherry-pick	verb	mazsolázni	verziókezelés	
child	noun	gyermek		
child process		gyermekfolyamat		
chipset	noun	lapkakészlet		
choose	verb	választani		Feliratként *Válasszon*
chroma	noun	színesség		
chrominance	adjective	színesség		
cipher	noun	titkosító		
circle	noun	kör		
circle arc		körív		
circle pie		kördiagram		
circle sector		körcikk		
circle segment		körszelet		
circumflex	noun	kalap		Más néven háztető karakter.
city	noun	város		
CJK compatibility		távol-keleti kompatibilitás		
class	noun	osztály		
class id		osztályazonosító		
classic	adjective	klasszikus		
classification	noun	besorolás		
classification	noun	osztályozás	matematika	
clean	verb	tisztítani		
clear	verb	törölni		
click	verb	kattintani		
click	noun	kattintás		
client	noun	ügyfél		
client	noun	kliens		
clipart	noun	clipart		
clipboard	noun	vágólap		
clipboard id		vágólap azonosítója		
close	verb	bezárni		
cloud computing		számítási felhő		
CMYK		CMYK		Színkeverési mód: cián, bíbor, sárga és fekete
coarse grained		durva felbontású		
code	noun	kód		
code map		karakterkiosztás		
code segment		kódszegmens		
codec	noun	kodek		Kódoló-dekódoló
coefficient	noun	együttható		
collaboration	noun	együttműködés		
collapse	verb	összecsukni		
collate	verb	szétválogatni		
collision	noun	ütközés		
color	noun	szín		
color bars		színellenőrző csíkok		
colorblind	adjective	színtévesztő		
column	noun	oszlop		
column spacing		hasábtávolság		
combo box		legördülő menü		
comes into effect		életbe lép		
comma	noun	vessző		
command	noun	parancs		
command	noun	parancs		
command line		parancssor		
command line options		parancssori kapcsolók		
comment	noun	megjegyzés		
commit	verb	véglegesíteni	verziókezelés	
common	noun	általános		
common file		közös fájl		
common name		általános név	LDAP	
common properties		általános tulajdonságok		
company	noun	cég		
compare	verb	összehasonlítani		
comparison	noun	összehasonlítás		
compile	verb	fordítani		
complete	adjective	kész		
completion	noun	kiegészítés		
compliant	adjective	megfelelő		
compose	verb	összeállítani		
compress	verb	tömöríteni		
compressed	adjective	tömörített		
concatenate	verb	összefűzni		
concatenation	noun	összefűzés		
concordance file		szómutatófájl		
condition	noun	feltétel		
conditional formatting		feltételes formázás		
conditional style		feltételes stílus		
conditional text		feltételes szöveg		
conduit	noun	csatoló		
cone	noun	kúp		
conference proceedings		konferencia-jegyzőkönyv		
conference report		konferenciabeszámoló		
confidence level		konfidenciaszint		
confidential	adjective	bizalmas		
confidentiality level		bizalmassági szint		
config file		konfigurációs fájl		
configuration	noun	beállítás		Előfordulhat, hogy *konfiguráció* lesz magyarul, például *configuration options* (konfigurációs beállítások).
configure	verb	beállítani		
confine	verb	korlátozni		
confirm	verb	megerősíteni		
confirm delete		törlés megerősítése		
confirm receipt		kézhezvétel megerősítése		
confirmation	noun	megerősítés		
connect	verb	kapcsolódni		Egyes kontextusokban összeköt, csatlakoztat.
connection	noun	kapcsolat		
connector	adjective	összekötő		
connector attributes		összekötő attribútumai		
connector reserved 2		2. fenntartott összekötő		
consecutive numbering		folyamatos számozás		
consolidate	verb	összesíteni		
constraint	noun	megszorítás		
contact	noun	névjegy		
contain	verb	tartalmazni		
content	noun	tartalom		
content negotiation		tartalomegyeztetés		
contents	noun	tartalomjegyzék		
context	noun	környezet		
context menu		helyi menü		A jobb egérgombbal előhozható környezeti menü.
continue	verb	folytatni		
continuous	adjective	folytonos		
contour	noun	körvonal		
contrast	noun	kontraszt		
contribute	verb	közreműködni		
contributor	noun	közreműködő		
control	verb	vezérelni		
control	noun	vezérlés		
control	noun	vezérlőelem		
convened by		összehívta:		
conversation	noun	társalgás		
conversation	noun	beszélgetés		
conversion	noun	átalakítás		
convert	verb	átalakítani		Fájl átalakítása más formátumba.
cookie	noun	süti		
coordinate	noun	koordináta		
coprocess	noun	társfolyamat		
copy	verb	másolni		
copy	noun	másolat		
copyright	noun	copyright		
CORBA	noun	CORBA		Common Object Request Broker Architecture, lásd Wikipédia 
core file		core fájl		
correct	verb	javítani		
correlation	noun	korreláció		
corrupt	adjective	sérült		
cos	noun	koszinusz		
cost	noun	költség		
could not		nem sikerült		
couldn't		nem sikerült		
count	noun	mennyiség		
count	noun	darabszám		
country	noun	ország		
covariance	noun	kovariancia		
cover	noun	borító	zene	Lemezborító.
CPU	noun	CPU		Central Processing Unit, központi processzor
CPU	noun	processzor		
CR	noun	CR		Kocsi vissza karakter.
CR LF		CR LF		Kocsi vissza és új sor karakter.
crash	noun	összeomlás		
crawl	verb	bejárni		A tartalomindexelők bejárják a webet.
CRC	noun	ellenőrzőösszeg		
create	verb	létrehozni		
creation		létrehozás		
creator		létrehozó		
credential	noun	hitelesítési adatok		
credit	noun	köszönet		
credits	noun	köszönet		
criteria	noun	feltételek		
critical error		kritikus hiba		
crop	verb	levágni		
crop marks	noun	vágójelek		
cross site scripting		webhelyközi parancsfájl		
cross-reference	noun	kereszthivatkozás		
crossplatform	verb	keresztplatformos		
crypto	prefix	titkosítási-		Egyes esetekben nem fordítjuk, például *kriptovaluta*.
Ctrl		Ctrl		A billentyűk nevét nem jellemzően nem fordítjuk le .
cube	noun	kocka		
cubic spline		harmadfokú spline		Más néven köbös spline.
curly bracket		kapcsos zárójel		
currency	noun	pénznem		
current	adjective	jelenlegi		
current context		jelenlegi környezet		
currently	adverb	pillanatnyilag		
currently	adverb	jelenleg		
cursor	noun	kurzor		
cursor type		kurzortípus		
curve	noun	görbe		
curve integral		vonalintegrál		
custom	adjective	egyéni		**Nem** egyedi
custom	adjective	egyéni		**Nem** egyedi.
custom dictionaries		saját szótár		
custom window		egyéni ablak		
customization	noun	testreszabás		
customize	verb	testreszabni		A hunspell aláhúzza, de helyes az egybeírás. Egyéb lehetőség: személyre szabás.
cut	verb	kivágni		
cycle	noun	körforgás		
cylinder	noun	henger		
cyrillic	adjective	cirill		
daemon	noun	démon		
data	noun	adat		Jellemzően többes számban fordítjuk, angolul megszámlálhatatlan.
data	noun	adatok		Jellemzően többes számban fordítjuk, angolul megszámlálhatatlan.
database	noun	adatbázis		
databuffer	noun	adatpuffer		
date	noun	dátum		
day	noun	nap		
DDE	noun	DDE		
DDE error		DDE-hiba		
DDE field		DDE-mező		
DDE link		DDE-kapcsolat		
deactivate	verb	kikapcsolni		
deblocking	noun	blokkbontás		
debug	verb	hibakeresés		Az angolban ige, akként nincs közvetlen magyar megfelelője.
debugger	noun	hibakereső		
decimal	adjective	decimális		
decimal accuracy		tizedes pontosság		
decimal places		tizedeshelyek		
decimal separator		tizedesjel		
decoder	noun	dekódoló		
decompress	verb	kibontani		
decorative	adjective	díszes		
decrease	verb	csökkenteni		
decrease indent		behúzás csökkentése		
decrease spacing		helykihagyás csökkentése		
decrypt	verb	visszafejteni		
decryption	noun	visszafejtés		
default	adjective	alapértelmezett		
define	verb	meghatározni		
definition	noun	meghatározás		
degree	noun	fok		
degrees of freedom		szabadsági fok		
deinstall	verb	eltávolítani		
deinstallation	noun	eltávolítás		
deinterlace	verb	váltottsorosság megszüntetése		
delay	noun	késleltetés		
delete	verb	törölni		
demote	verb	lefokozni		
denominator	noun	nevező	matematika	A törtszám nevezője.
denote	verb	jelezni		
deny	verb	megtagadni		
department	noun	részleg		
depth	noun	mélység		
descending	adjective	csökkenő		
descending	adjective	csökkenő		
description	noun	leírás		
descriptor	noun	leíró		
deselect all		kijelölések megszüntetése		
deserialize	verb	visszafejteni		
design	noun	látványterv		
design view		terv nézet		
desktop	noun	asztal		A számítógép asztala.
desktop background		háttér		
desktop environment		asztali környezet		
desktop publishing		kiadványszerkesztés		
destination	noun	cél		
destroy	verb	kilőni		Egy program kilövése (kényszerített leállítása)
detail	noun	részlet		
detect	verb	felismerni		Például egy hardverelemet.
detection	noun	felismerés		
detection	noun	észlelés		
detective	noun	detektív		
determine	noun	meghatároz		
development	noun	fejlesztés		
device	noun	eszköz		
diacritic	noun	mellékjel		
diagnostic	adjective	diagnosztikai		
diagonal	noun	átló		
diagonal	adjective	átlós		
diagram	noun	diagram		
dial	verb	tárcsázni		
dial-up	adjective	betárcsázós		Betárcsázós internet.
dialing	noun	tárcsázás		
dialog	noun	párbeszédablak		
dialout	noun	kitárcsázás		
dialout device		kitárcsázó eszköz		
dictionary	noun	szótár		
digest	noun	kivonat		
digit	noun	számjegy		
digital	adjective	digitális		
dimension	noun	dimenzió		
dimension line		méretvonal		
dimensioning	noun	méretezés		
direct column break		közvetlen hasábtörés		
direct cursor		közvetlen kurzor		
direct line break		közvetlen sortörés		
direct page break		közvetlen oldaltörés		
direction	noun	irány		
directive	noun	direktíva		
directly	adverb	közvetlenül		
directory	noun	könyvtár		
directory	noun	címtár	LDAP	
directory	noun	könyvtár		
directory	noun	könyvtár		
directory tree	noun	könyvtárstruktúra		
disable	verb	tiltani		
disabled	adjective	letiltott		
discard	verb	eldobni		
discard	verb	elvetni		
disconnect	verb	leválasztani		Az eszközöket leválasztjuk, de a kapcsolatot bontjuk.
disconnected	adjective	szétkapcsolva		
discover	verb	feltérképezni		Például hálózat feltérképezése.
discrete	noun	diszkrét		
disk	noun	lemez		
dismiss	verb	eltüntetni		
dispatcher	noun	kézbesítő		
display	verb	megjeleníteni		
dissertation	noun	értekezés		
dissolve	verb	áttűnik		
distance	noun	távolság		
distinct values		különböző értékek		
distinguished name		megkülönböztető név	LDAP	
distort	verb	torzítani		
distribute	verb	elosztani		
distributed	adjective	elosztott		
distribution	noun	elosztás		
distribution	noun	disztribúció		A különböző GNU/Linux-alapú operációs rendszereket Linux-disztribúcióknak nevezzük. 
distribution	noun	eloszlás	matematika	
dithering	noun	színszórás		
dithering	noun	árnyalás		
dithering	noun	színközelítés		
divide	verb	osztani		
dividend	noun	osztandó	matematika	
division by zero		osztás nullával		
divisor	noun	osztó	matematika	
DMA		DMA		Direct Memory Access
DNS		DNS		Domain Name Service, névkiszolgáló
dockapp	noun	dokkalkalmazás		
document	noun	dokumentum		
domain	noun	tartomány		
domain	noun	domain		A webcímek esetén nincs meghonosodott magyar elnevezés.
dot	noun	pont		
dot dash		pont vonás		
dotted underline		pontozott aláhúzás		
double click		dupla kattintás		
double curve integral		kettős vonalintegrál		
double integral		kettős integrál		
double quotes		kettős idézőjelek		
double-angled line		kettős cikkcakkos vonal		
downgrade	verb	visszafejleszteni		
download	verb	letölteni		
download	noun	letöltés		
drag	verb	húzni		
drag and drop		fogd és vidd		
drag and drop		fogd és vidd		
draw	verb	rajzolni		
draw functions		rajzolóműveletek		
draw object		rajzobjektum		
draw object bar		rajzobjektum eszköztár		
drawer	noun	fiók		
drawing	noun	rajz		
drawing area		rajzterület		
drive	noun	meghajtó		
driver	noun	illesztőprogram		Egyéb lehetőségek: eszközmeghajtó
drop	verb	ejteni		
drop caps		iniciálé		
dropdown	noun	legördülő		
dropdown menu		legördülő menü		
droplet	noun	csepp		
dummy	adjective	üres		
duplicate	verb	kétszerezni		
duplicate	noun	ismétlődő		
duration	noun	időtartam		
dwell click		elidőzési kattintás		
dynamic	adjective	dinamikus		
e-mail	noun	e-mail		
e-mail address		e-mail-cím		
e.g.		például		Ha csak lehet, nem rövidítjük, hanem kiírjuk.
easy	adjective	egyszerű		
echo	noun	visszhang		
edge	noun	szél		
edit	verb	szerkeszteni		
edit	noun	szerkesztés		
editing time		szerkesztés ideje		
edition	noun	kiadás		
editor	noun	szerkesztő		
effect	noun	hatás		
eject	verb	kiadni		CD-lemez kiadása.
elapsed	adjective	eltelt		
element	noun	elem		
eliminate points		pontok eltávolítása		
ellipse	noun	ellipszis		
ellipse pie		ellipszisdiagram		
ellipse segment		ellipszisszelet		
ellipsize	noun	kihagyás		Rövidítés egy szövegben, például *kih...ás*
elliptical arc		elliptikus ív		
email	noun	e-mail		
embed	verb	beágyazni		
embedded	adjective	beágyazott		
embedded object (OLE)		beágyazott objektum (OLE)		
emblem	noun	matrica		
emoticon	noun	hangulatjel		
emphasis	noun	kiemelés		
empty	adjective	üres		
empty recycle bin		lomtár ürítése	Windows	
emulation	noun	emuláció		
enable	verb	engedélyezni		
enabled	adjective	engedélyezett		
enabled	adjective	engedélyezve		
enclosed alphanumerics		csatolt alfanumerikus karakterek		
encode	verb	titkosítani	PGP	
encoder	noun	kódoló		
encoding	noun	kódolás		
encounter	verb	találni		Például az alkalmazás váratlan hibát talált.
encrypt	verb	titkosítani		
encryption	noun	titkosítás		
end quote		idézet vége		
end value		végérték		
endash	noun	gondolatjel		
endless	adjective	végtelen		
endnote	noun	végjegyzet		
enforce	verb	kikényszeríteni		
engine	noun	alrendszer		
engineering	noun	műszaki tervezés		
engineering	noun	mérnöki tudomány		
enhance edges		élek kiemelése		
enlargement	noun	méret növelése		
entity	noun	entitás		
entry	noun	bejegyzés		
envelope	noun	boríték		
environment variable		környezeti változó		
equal	verb	egyenlő [vmivel]		
equalizer	noun	hangszínszabályzó		
equation	noun	egyenlet		
error	noun	hiba		
error margin		biztonsági ráhagyás		
error message		hibaüzenet		
error occurred		hiba történt		
essential	adjective	alapvető		
establish	verb	létrehozni		
estimate	verb	becsülni		
Ethernet	noun	Ethernet		
evaluate	verb	kiértékelni		
evaluation	noun	kiértékelés		
even	adjective	páros		
event	noun	esemény		
example	noun	példa		
exceed	verb	túllépni		
exception	noun	kivétel		
exception	noun	kivétel		
excess length		fölös hossz		
exclusive access		kizárólagos hozzáférés		
exclusive OR		kizáró VAGY		
executable file		végrehajtható fájl		
execute	verb	végrehajtani		
execution	noun	végrehajtás		
exist	verb	létezik		
existing	noun	meglévő		
existing design		meglévő látványterv		
exit	verb	kilépni		
expand	verb	kibontani		Például felületi elemnél.
expanded memory		kiterjesztett memória		
expected location		elvárt hely		
expiration	noun	lejárat		
expired	adjective	lejárt		
exponential function		exponenciális függvény		
exponential increase		exponenciális növekedés		
exponential notation		exponenciális ábrázolás		
export	verb	exportálni		
export file		fájl exportálása		
exposure time		expozíciós idő		
expression	noun	kifejezés		
extended help		részletes súgó		
extended selection on		kiterjeszthető kijelölés be		
extended tips		részletes tippek		
extension	noun	kiterjesztés		Egy fájl kiterjesztése
extension	noun	kiegészítő	Mozilla	A Mozilla termékekben így fordítjuk, mert a régi *add-onokat* felváltották az ún. *WebExtensionök*.
extent	noun	kiterjedés		
external	adjective	külső		
extract	verb	kibontani		Például tömörített fájlok kibontása.
facilitate	verb	megkönnyíteni		
facility	noun	szolgáltatás		
factor	noun	tényező		Például prímtényezős felbontás
factorial	noun	faktoriális		
fade	verb	elhalványulni		
failed	verb	nem sikerült [vmit csinálni]		Mondatban jellemzően sikertelen.
fallback	adjective	tartalék		
false	adjective	hamis		
favicon	noun	weblapikon		
favorite	adjective	kedvenc		
fax	noun	fax		
fax cover		fax fedőlap		
feature	noun	szolgáltatás		
feature	noun	funkció		
featureful	adjective	funkciógazdag		
feed	noun	hírforrás		Jellemzően RSS-hírforrás
feedback	noun	visszajelzés		
fetch	verb	lekérni		
field	noun	mező		
field codes		mezőkódok		
field delimiter		mezőelválasztó		
file	noun	fájl		**Nem** állomány.
file browser		fájlböngésző		
file chooser		fájlválasztó		
filename	noun	fájlnév		
filesystem	noun	fájlrendszer		
fill	verb	kitölteni		
fill color		kitöltőszín		
fill data series		adatsor kitöltése		
filter	noun	szűrő		
financial	adjective	pénzügyi		
find	verb	keresni		
finish	verb	befejezni		
firmware	noun	firmware		Nincs meghonosodott magyar elnevezés.
first name		utónév		
fit to frame		keretbe illesztés		
fixed	adjective	rögzített		
fixed font		rögzített szélességű betűkészlet		
flag	noun	jelző		
flashcard	noun	tanulókártya		
flavor	noun	változat		Például: a Xubuntu egy Ubuntu változat
flip horizontally		vízszintes tükrözés		
flip vertically		függőleges tükrözés		
float	noun	lebegőpontos szám		
floating frame		úszó keret		
floppy	noun	floppy		**Nem** hajlékonylemez. (Szvsz. a flopi szó mára meghonosodott – meskobalazs)
flowchart	noun	folyamatábra		
folder	noun	mappa		Grafikus felületek metaforája a fájlrendszer könyvtáraira.
font	noun	betűkészlet		
font color		betűszín		
font effects		betűhatások		
font size		betűméret		
font weight		betűvastagság		Szó szerint *súly*, de betűkészleteknél a vastagságot jelenti.
font width		betűszélesség		
foo	noun	izé		
footer	noun	élőláb		
footer	noun	élőláb	LibreOffice	Más dokumentumszerkesztőkből örökölt kifejezés
footnote	noun	lábjegyzet		
for later reference		későbbi használat céljából		
for your information		tudnivaló		
forecast	noun	előrejelzés		
forecast	verb	előrejelezni		
foreground	noun	előtér		
foreground color		előtérszín		
foreground transparence		előtér átlátszósága		
fork		indítani (programot)		Szó szerint *villa*, de a folyamatok indítása a fork hívással történik.
form	noun	űrlap		
form controls		űrlapelemek		
form design		űrlaptervezés		
form letter		körlevél		
form letter field		körlevélmező		
format	verb	formázni		**Nem** formatálni vagy formattálni.
formatted	adjective	formázott		
formula	noun	képlet		
