arcade	ügyességi (játék), játéktermi (pénzbedobós-gépes)	!
architecture	architektúra	!
archive	archívum	!
archive file	archívumfájl	!
Arc	Ív	!
arcsine	arkusz szinusz	!
arctangent	arkusz tangens	!
area	terület	!
are you sure?	biztos benne?	!
Argument	Paraméter, argumentum	!
arrange	elrendezés	!
Array	Tömb (memóriaszerkezet), Fürt (alkatrészek rendszere)	!
arrowheads	nyílhegyek	!
Arrow key	Nyílbillentyű	!
arrow	nyíl	!
Article	Cikk	!
artist	előadó (zene)	!
artwork	grafika	!
ascending	növekvő	!
Ascending order	Növekvő sorrend	!
ASCII	ASCII	!
aspect ratio	méretarány	!
assertion failure	érvényesítési hiba	!
assessment	felmérés	!
assign	hozzárendelés	!
assignment	hozzárendelés	!
assistant	asszisztens, ?segéd	?
Asynchronous	Aszinkron	!
attach	csatolás	!
attachment	melléklet (NEM: csatolmány)	!
Attribute	Attribútum, jellemző	!
audiobook	Hangoskönyv	!
audio feature	hangszolgáltatás	!
audio file	hangfájl	!
Audio	Hang	!
audit	auditálni	!
Authentication	Hitelesítés	!
authorization	felhatalmazás, jogosultság	!
Author	Szerző	!
auto 	automatikus	!
autodetect	automatikus felismerés	!
autodiscovery	automatikus feltérképezés	!
Autofill	Automatikus kitöltés	!
automatic	automatikus	!
autopilot	tündér	!
autotext	szöveg-o-mata	!
Availability	Elérhetőség	!
available	elérhető	!
avatar	avatar	!
Average	Átlag	!
axial	tengelyirányú	!
Axis	Tengely	!
backend	háttér (összetétel), háttérprogram	!
background color	háttérszín	!
background fill	háttérkitöltés	!
Background	Háttér	!
backport	visszaportolni	!
backspace	backspace	!
backup	Biztonsági mentés, tartalék (~pót dolog, nem másolat)	!
backup copies	biztonsági mentések	!
backup domain controller	Tartalék tartományvezérlő	!
backward	vissza	!
balance columns	oszlopok kiegyensúlyozása	!
Balance	Egyensúly	!
banner	kísérőoldal (nyomtatás), reklámcsík (web)	!
ban	tiltani, kitiltani	!
bar	bigyó	!
base64	base64 kódolás	!
Base	Alap	!
based	-alapú (Java-alapú)	!
base line	alapvonal	!
batch file	parancsfájl	!
battery	akkumulátor, nem telep, azt nem lehet tölteni	!
baudsebesség	átviteli sebesség	?
bcc	rejtett másolat (e-mail)	!
behavior	viselkedés	!
belong	tartozni vhova	!
benchmark	teljesítményteszt	!
best viewed with	megtekintéshez javasolt:	!
bibliography	irodalomjegyzék	!
Binary	Bináris	!
binary file	bináris fájl	!
binary operator	bináris operátor	!
Binding	Kötés	!
Bit	Bit	!
Bitmap	Bitkép	!
bitmask	bitmaszk	!
bitrate	bitsebesség	!
blacklist	feketelista	!
black white	fekete-fehér	!
blank	törölni (CD-t), üres	!
Blank	Üres	!
bleed marks	Kifutójelek	?
blind copy	rejtett másolat	!
Blinking cursor	Villogó kurzor	!
bloat	túlméretezett	!
block	blokk (FS), tiltás (IM)	!
block buffer	blokk puffer	!
block device	blokkeszköz	?
Blocked	Blokkolt	!
Blur image	Kép elmosása	!
board game	táblajáték	!
body	törzs	!
Bold	Félkövér	!
bonding devices	nyalábolt eszközök	!
book excerpt	könyvkivonat	!
book	könyv	!
book mark	könyvjelző	!
bookmark	könyvjelző	!
boolean and	logikai És	!
Boolean	Logikai	!
boolean not	logikai nem	!
boolean or	logikai vagy	!
boolean value	logikai érték	!
boolean xor	logikai kizáró vagy	!
boot	indítani, rendszerindítás (folyamat)	!
boot loader	rendszerbetöltő (grub, lilo)	!
boot sector	boot szektor	!
bootstrap	rendszerbetöltő	?
bopomofo	bopomofo	!
border	szegély	!
bottleneck	szűk keresztmetszet	!
bounce key	billentyűszűrés	!
Box	Doboz	!
braces	kapcsos zárójelek	!
bracket matching	Zárójelek párosítása	!
brackets	szögletes zárójelek	!
bracket	zárójel	!
Branch	Ág	!
brand	márka	!
breakpoint	töréspont	!
break	törés	!
breve	breve	!
Bricks	Téglák	!
brightness / contrast	fényerő / kontraszt	!
brightness	fényerő	!
broadcast	üzenetszórás	?
brochure	brosúra	!
broken	sérült	!
brownstone	homokkő	!
Browse	Böngészés	!
browser	böngésző	!
Browser	Böngésző	!
browse	Tallózás	!
brush	ecset	!
b-spline	b-spline	!
buddy	partner (IM)	!
Buffer	Puffer	!
bug	hiba, hibajelentés	!
Build	Fordítás	!
built-in	beépített	!
Bullet	Felsorolásjel	!
Bulletin Board	Hirdetőtábla	!
bullets and numberings	felsorolás és számozás	!
Bus	Busz	!
Busy	Foglalt	!
Button	Gomb	!
button type	gombtípus	!
byte	bájt	!
Cache	Gyorsítótár	!
calculate	számítás	!
calculation template group	számítássablon-csoport	!
Calculator	Számológép	!
Calendar	Naptár	!
callback	visszahívás	!
Call	Hívás	!
callout	felirat	!
call stack	hívási verem	!
camera	fényképezőgép	!
camera position	kamerapozíció	!
canceled by user	felhasználói megszakítás	!
cancel	megszakítani, Mégse (gomb)	!
can not	nem lehet	!
can't	nem lehet	!
canvas	rajzvászon	!
capability	Képesség	!
capitals	nagybetűk	!
captcha	captcha	?
Caption	Felirat	!
capture	rögzíteni	!
caret	kurzor	!
cartoon	rajzfilm	!
cartridge	kazetta	!
cascade windows	lépcsőzetes ablakelrendezés	!
Case Sensitive	Kis- és nagybetű	!
case sensitive	Kis- és nagybetűs	!
catalog	katalógus	!
Categories	Kategóriák	!
category	kategória	!
C	C	!
cc	másolat (e-mail)	!
CD	CD	!
cd-rom drive	cd-meghajtó	!
Cell	Cella	!
Cellular	Mobil	!
centered	középre helyezett (háttérkép)	!
Center	Középre	!
centralize	központosítani	!
certificate authority	hitelesítésszolgáltató	!
certificate issuer	tanúsítvány kiállítója	!
certificate	tanúsítvány	!
changelog	változások listája, változáslista	?
change	módosítani, változtatni	!
Channel	Csatorna	!
channel subscription	feliratkozás csatornákra	!
chapter	fejezet	!
character device	karakteres eszköz	?
characteristics	jellemző	!
character	karakter	!
Character set	Karakterkészlet	!
char cell	karaktercella	!
charcoal sketch	szénvázlat	!
chart	diagram	!
Chat	Csevegés	!
Check bit	Ellenőrző bit	!
check box	jelölőnégyzet	!
checkbox	jelölőnégyzet	!
check	ellenőrizni, keresni (~ for: vmit, pl frissítést)	!
checkered diagonal	rombuszos	!
checkered	kockás	!
checkpoint	ellenőrzőpont	!
check spelling	helyesírás-ellenőrzés	!
cherry-pick	mazsolázni (git)	?
child	gyermek	!
child process	gyermekfolyamat	!
chipset	lapkakészlet	!
choose	válasszon	!
chroma	színesség 	!
chrominance	színesség 	!
cipher	titkosító	!
circle arc	körív	!
circle	kör	!
circle pie	kördiagram	!
circle pie, unfilled	kördiagram kitöltés nélkül	!
circle sector	körcikk	!
circle segment	körszelet	!
circumflex	circumflex	!
city	város	!
cjk compatibility	távol-keleti kompatibilitás	!
classic	klasszikus	!
class id	osztályazonosíó	!
Classification	Besorolás	!
Class	Osztály	!
Clear	Törlés	!
Click	Kattintás	!
client	Ügyfél, kliens	!
clipart	clipart	!
clipboard id	vágólap azonosítója	!
Clipboard	Vágólap	!
Close	Bezárás	!
cloud computing	számítási felhő	?
cmyk	cmyk	!
coarse grained	durva felbontású	!
codec	kodek	!
code	kód	!
code map	karakterkiosztás	!
code segment	kódszegmens	!
Coefficient	Együttható	!
Collaboration	Együttműködés	!
collapse	Összecsukás	!
Collate	Szétválogatás	!
Collision	Ütközés	!
color bars	színellenőrző csíkok	?
colorblind	színtévesztő	!
colorpicker	színválasztó	?
color	szín	!
column	oszlop, hasáb	!
column spacing	hasábtávolság	!
combo box	legördülő menü, lenyíló menü	!
Command line options	Parancssori kapcsolók	!
Command Line	Parancssor	!
Command	Parancs	!
commands	parancsok	!
comma	vessző	!
comment	megjegyzés, hozzászólás (web)	!
commit	végrehajtani, véglegesíteni (vcs)	!
common	általános, közös, gyakori	!
common file	közös fájlok	!
common name	általános név (cert)	!
Common properties	Általános tulajdonságok	!
company	cég	!
Compare	Összehasonlítás	!
compile	fordítás	!
complete	kész	!
completion	kiegészítés	!
compliant	megfelelő, -kompatibilis (utótag)	?
compose	összeállítani (e-mail)	!
compressed	tömörített	!
compress	tömöríteni	!
Concatenate	Összefűzés	!
concordance file	szómutatófájl	!
conditional formatting	feltételes formázás	!
conditional style	feltételes stílus	!
conditional text	feltételes szöveg	!
Condition	Feltétel	!
Conduit	Csatoló	!
cone	kúp	!
conference proceedings	konferencia-jegyzőkönyv	!
conference report	konferenciabeszámoló	!
confidence level	konfidenciaszint	!
Confidential	Bizalmas	!
confidentiality level	titkossági szint	!
confidential	titkos	!
config file	konfigurációs fájl, beállítófájl	?
Configuration	Beállítás	!
configure	beállítás	!
confine	korlátozni	!
Confirmation	Megerősítés	!
confirm delete	törlés megerősítése	!
Confirm	Megerősíteni	!
confirm	megerősítés	!
confirm receipt	kézhezvétel megerősítése	!
connect	csatlakozni	!
Connection	Kapcsolat	!
connector attributes	Összekötő attribútumai	!
connector	Összekötő	!
connector reserved 2	2. fenntartott összekötő	!
consecutive numbering	folyamatos számozás	!
consolidate	Összesítés	!
Constraint	Megszorítás	!
contact	névjegy (címjegyzékben), partner (IM)	!
contain	tartalmaz	!
content negotiation	tartalomegyeztetés	?
Content	Tartalom	!
context	környezet	!
context menu	helyi menü (jobbklikkes)	!
Continue	Folytatás	!
continuous	folytonos	!
contour	körvonal	!
contrast	kontraszt	!
contributor	közreműködő, hozzájáruló(?)	?
Control	Vezérlés	!
control	vezérlőelem	!
convened by	Összehívta:	!
conversation	társalgás	!
Conversion	Átalakítás	!
cookies	sütik	!
cookie	süti	!
coordinate	koordináta	!
coprocess	társfolyamat	?
Copy	Másolás	!
Copyright	Copyright	!
CORBA	CORBA	!
Core file	Core fájl	!
correct	javítani, helyes	!
Correlation	Korreláció	!
corrupt	sérült	!
cos	cos	!
Cost	Költség	!
could not	nem sikerült	!
couldn't	nem sikerült	!
Count	Mennyiség	!
country	ország	!
Covariance	Kovariancia	!
cover	borító	!
CPU	CPU	!
cpu	processzor	!
crash	összeomlás	!
crawl	bejárás (tartalomindexelő)	!
crc check	ellenőrzőösszeg	!
cr	cr	!
Create	Létrehozás	!
creation	létrehozás	!
creator	létrehozó	!
credential	hitelesítési adatok	!
credit	köszönet	!
credits	köszönet	!
criteria	feltételek	!
Critical error	Kritikus hiba	!
cr lf	cr lf	!
crop	levágás, képkivágás	!
crop marks	vágójelek	?
crossplatform	keresztplatform	!
Cross-reference	Kereszthivatkozás	!
Cross Site Scripting	webhelyközi parancsfájl	!
crypto	titkosítási-	!
Ctrl	Ctrl	!
cube	kocka	!
cubic spline	harmadfokú spline	!
curly bracket	kapcsos zárójel	!
currency	pénznem	!
current context	jelenlegi környezet	!
Current	Jelenlegi	!
currently	pillanatnyilag	!
Cursor	Kurzor, Sormutató	!
cursor type	kurzortípus	!
Curve	Görbe	!
curve integral	vonalintegrál	!
custom dictionaries	saját szótár	!
custom	egyéni	!
customize	Személyre szabás	!
Customize	Testreszabás	!
custom window	egyéni ablak	!
Cut	Kivágás	!
cycle	körforgás	!
cylinder	henger, cilinder (lemezen)	!
cyrillic	cirill	!
Daemon	Démon	!
dash	vonás, dash (Ubuntuban)	?
Data	Adat	!
data	adatok	!
database	adatbázis	!
databuffer size (mb)	adatpuffer mérete (mb)	!
date	dátum	!
day	nap	!
dde	dde	!
dde error	dde-hiba	!
dde field	dde-mező	!
dde link	dde-kapcsolat	!
deactivate	kikapcsolás	!
deblocking	blokkbontás	!
debugger	hibakereső	!
Debug	Hibakeresés	!
decimal accuracy	tizedes pontosság	!
decimal	decimális	!
decimal places	tizedeshelyek	!
decimal separator	tizedesjel	!
decoder	dekódoló	!
decompress	kibontani	!
decorative	díszes	!
Decrease	Csökkentés	!
decrease indent	behúzás csökkentése	!
decrease spacing	helykihagyás csökkentése	!
decryption	visszafejtés, titkosítás feloldása	!
decrypt	visszafejt	!
Default	Alapértelmezett	!
define	meghatározás	!
definition	meghatározás	!
degree	fok	!
degrees_freedom	szabadsági_fok	!
deinstallation	eltávolítás	!
deinstall	eltávolítás	!
deinterlace	váltottsorosság megszüntetése	!
delay	késleltetés	!
Delete	Törlés	!
demote	lefokozás	!
denominator	nevező	!
denote	jelezni	!
deny	megtagadni, letiltani	!
department	részleg	!
Dependence	Függőség	!
depth	mélység	!
Derived	Származtatott	!
descending	csökkenő	!
Descending sort	Csökkenő sorrend	!
description	leírás	!
Descriptor	Leíró	!
deselect all	kijelölés megszüntetése	?
deserialize	visszafejtés	?
design	látványterv, tervezni	!
design view	terv nézet	!
desktop	asztal (képernyőterület), asztali környezet (GNOME), munkaállomás (hw)	!
desktop background	háttér	!
desktop environment	asztali környezet	!
Desktop Publishing	kiadványszerkesztés	!
Destination	Cél	!
Destroy	Kilövés	!
detail	részlet	!
detected	felismerni (eszközt), csatlakoztatva (ipod detected)	!
Detection	Felismerés	!
detective	detektív	!
determine	meghatározni	!
development	fejlesztés	!
Device	Eszköz	!
diacritic	mellékjel	!
diagnostic	diagnosztikai	!
Diagonal	Átló	!
Diagram	Diagram	!
dialing	tárcsázás	!
Dialog Box	Párbeszédablak doboz	!
dialog	párbeszédablak, ablak (doksiban)	!
Dialout Device	Kitárcsázó eszköz	!
Dial	Tárcsázás	!
dial-up	betárcsázós (modem)	!
dictionary	szótár	!
digest	kivonat	!
digital	digitális	!
Digits	Számjegyek	!
Dimension	Dimenzió	!
dimensioning	méretezés	!
dimension line	méretvonal	!
din a4 portrait	din a4 álló	!
din a5 landscape	din a5 fekvő	!
direct column break	közvetlen hasábtörés	!
direct cursor	közvetlen kurzor	!
Direction	Irány	!
directive	direktíva	?
direct line break	közvetlen sortörés	!
directly	közvetlenül	!
Directory	Könyvtár	!
directory	könyvtár, címtár	!
directory tree	könyvtárstruktúra	!
direct page break	közvetlen oldaltörés	!
Disable	Tiltás	!
Discard	Eldobás	!
discard	elvetés	!
disconnected	szétkapcsolva	!
Disconnect	leválasztás	!
discover	feltérképezni (hw-t)	!
Discrete	Diszkrét	!
disk	lemez	!
Dismiss	Eltüntetés	!
dismiss	Rendben (üzenetre), bezárás (ablak), megszüntetés (kijelölés)	!
dispatcher	kézbesítő, kezelő	?
display manager	bejelentkezéskezelő (?ablakkezelő)	?
display	megjelenítés, kijelző	!
dissertation	Értekezés	!
Dissipation	Veszteség	!
dissolve	Áttűnés	!
distance	távolság	!
distinct values	különböző értékek	!
distinguished name	megkülönböztető név (LDAP)	!
distort	torzítás	!
Distribute	Elosztás	!
distribution	eloszlás, disztribúció (Linux ~), NEM: terjesztés	!
dithering	színközelítés	!
Dithering	Színszórás, Árnyalás	!
dividend	osztandó	!
divide	osztás	!
Division by zero	Osztás nullával	!
divisor	osztó	!
DMA	DMA	!
DNS	DNS	!
dns server	dns-kiszolgáló	!
dockapp	dokkalkalmazás	!
Document	Dokumentum	!
Domain	Tartomány	!
dot dash	pont vonás	!
Dot	Pont	!
dotted underline	pontozott aláhúzás	!
double-angled line	kettős cikkcakkos vonal	!
double click	dupla kattintás	!
double curve integral	kettős vonalintegrál	!
double	dupla	!
double integral	kettős integrál	!
double quotes	kettős idézőjelek	!
downgrade	visszafejlesztés (csomagkezelésnél)	!
Download	Letöltés	!
drag and drop	fogd és vidd	!
drag	húzni (egérrel)	!
drawer	fiók	!
draw functions	rajzolóműveletek 	!
Drawing Area	Rajzterület	!
drawing	rajz	!
draw object bar	rajzobjektum eszköztár	!
draw object	rajzobjektum	!
draw	rajzolás	!
drive	meghajtó	!
driver	illesztőprogram (szoftverek), meghajtó (hardverek)	!
driver settings	illesztőprogram beállításai	!
drop caps	iniciálé	!
dropdown	legördülő	!
Drop down menu	Legördülő menü	!
Drop	Ejtés	!
droplets	cseppek	!
Druid	Varázsló	!
dummy	üres	!
Duplicate...	Kétszerezés	!
duration	időtartam	!
dwell click	elidőzési kattintás	!
Dynamic	Dinamikus	!
easy	egyszerű, ellenjavallt: könnyű	!
Echo	Visszhang	!
Edge	Szél	!
editing time	szerkesztés ideje	!
edition	kiadás	!
editor	szerkesztő	!
Edit	Szerkesztés	!
effect	életbe lép (módosítás), hatás, effektus	?
Effects	Hatások	!
e.g.	például	!
Eject	Kiadás	!
elapsed	eltelt (idő)	!
Electronic Mail	Elektronikus levél	!
element	elem	!
eliminate points	pontok eltávolítása	!
ellipse	ellipszis	!
ellipse pie	ellipszisdiagram	!
ellipse segment	ellipszisszelet	!
ellipsize	kihagyás (ki...ás)	!
elliptical arc	elliptikus ív	!
e-mail address	e-mail cím	!
E-mail	E-mail	!
email	e-mail	!
embed	beágyazni	!
embedded	beágyazott	!
embedded object (ole)	beágyazott objektum (ole)	!
emblem	matrica	!
emoticon	hangulatjel	!
emphasis	kiemelés	!
empty recycle bin	lomtár ürítése	!
empty	Üres	!
emulation	emuláció	!
enabled	engedélyezve	!
Enable	Engedélyezés	!
Encapsulated PostScript	Encapsulated PostScript	!
enclosed alphanumerics	csatolt alfanumerikus karakterek	!
encode (pgp)	titkosítás (pgp)	!
encoder	kódoló	!
Encoding	Kódolás	!
encounter	találni (váratlan értéket)	?
encryption	titkosítás	!
encrypt	titkosít	!
endash	gondolatjel, –	!
endless	végtelen	!
endnote	végjegyzet	!
end quote	idézet vége	!
end value	végérték	!
enforce	kikényszeríteni	!
engine	alrendszer	!
Engineering	Műszaki tervezés	!
enhance edges	Élek kiemelése	!
enlargement	méret növelése	!
Entity	Entitás	!
entry	bejegyzés	!
envelope	boríték	!
environment variable	környezeti változó	!
eps color format	eps-színformátum	!
eps version	eps-verzió	!
equal	egyenlő	!
equalizer	hangszínszabályzó	!
Equation	Egyenlet	!
Error	Hiba	!
error margin	biztonsági ráhagyás	!
error message	hibaüzenet	!
error occurred	hiba történt	!
escape	levédés, fedés	?
essential	alapvető	!
establish	létrehozni	!
estimate	becsülni	!
Ethernet	Ethernet	!
evaluate	kiértékelni	!
evaluation	kiértékelés	!
even	páros, akkor is	!
Event	Esemény	!
example	példa, például: [lehetséges értékek]	!
exceed	túllépni, meghaladni	!
excel documents	excel-dokumentum	!
excel templates	excel-sablon	!
exception (-)	kivétel (-)	!
Exception	Kivétel	!
excess length	fölös hossz	!
exclusive access	kizárólagos hozzáférés	!
Exclusive OR	Kizáró VAGY	!
executable file	végrehajtható fájl	!
Execute	Végrehajtás	!
existing design	meglévő látványterv	!
existing	meglévő, létező	!
exist	létezik	!
Exit	Kilépés	!
Expanded memory	Kiterjesztett memória	!
expand	kinyitni (UI elemet), bővíteni (partíciót)	!
expected location	elvárt hely	!
expiration	lejárat (dátum)	!
expired	lejárt	!
explorer	aktakukac	!
exponential function	exponenciális függvény	!
exponential increasing	exponenciális növekedés	!
Exponential notation	Exponenciális ábrázolás	!
Export	Exportálás	!
export file	fájl exportálása, exportálási fájl	!
exposure time	Expozíciós idő	!
expression	kifejezés	!
extended help	részletes súgó	!
extended selection on	kiterjeszthető kijelölés be	!
extended tips	részletes tippek	!
Extension	Kiterjesztés	!
extent	kiterjedés	!
external	külső	!
extract	kibontani, beolvasni (cd-t, rip)	!
eyedropper	szemcseppentő	!
facilitate	megkönnyíteni	!
facility	szolgáltatás	!
factorial	faktoriális	!
factor	tényező	!
fade	elhalványulás	!
failed	nem sikerült (vmit csinálni), meghiúsult (vmi)	!
fallback	tartalék	!
false	hamis	!
favicon	weblapikon	!
Favorite	Kedvenc	!
favorites	kedvencek	!
fax cover	fax fedőlap 	!
Fax	Fax	!
featureful	funckiógazdag	!
feature	szolgáltatás, funkció, jellemző	!
feedback	visszajelzés	!
feed	hírforrás	!
fetch	letölteni, lekérni	!
field codes	mezőkódok	!
field delimiter	mezőelválasztó	!
field	mező	!
file browser	Fájlböngésző	!
file chooser	fájlválasztó	!
File	Fájl	!
Filename	Fájlnév	!
Filesystem	Fájlrendszer	!
fill color	kitöltőszín	!
fill data series	adatsor kitöltése	!
Fill	Kitöltés	!
filter	szűrő	!
financial	pénzügyi	!
Find	Keresés	!
find replace	keresés és csere	!
finish	befejezés	!
Firmware	Firmware	!
first name	utónév	!
fit to frame	keretbe illesztés	!
Fixed Font	Rögzített szélességű betűkészlet	!
fixed	rögzített	!
flag	jelző	!
flashcard	tanulókártya	!
flash fired	Vakuvillanás	!
flavor	változat	!
flip horizontally	vízszintes tükrözés	!
flip vertically	függőleges tükrözés	!
floating frame	Úszó keret	!
Float	Lebegő	!
Floppy	Floppy	!
Flowchart	Folyamatábra	!
flow charts	folyamatábrák	!
Folder	Mappa	!
Font	Betűkészlet	!
font color	betűszín	!
font effects	betűhatások	!
font size	betűméret	!
font weight	betűvastagság	!
font width	betűszélesség	!
foo	izé	!
footer	Élőláb	!
Footer	Élőláb	!
footnote	lábjegyzet	!
Forecast	Előrejelzés	!
foreground color	előtérszín	!
foreground	előtér	!
Foreground	Előtér	!
foreground transparence	előtér átlátszósága	!
fork	indítani (programot), elágazás, továbbfejlesztés (projekt, kb)	!
for later reference	későbbi használat céljából	!
format	formázni, formátum	!
formatted	formázott	!
form controls	Űrlapelemek	!
form design	Űrlaptervezés	!
form letter field	körlevélmező	!
form letter	körlevél	!
Formula	Képlet	!
Form	Űrlap	!
for your information	tudnivaló	!
fraction bar	törtvonal	!
Fraction	Tört	!
Frame	Keret	!
frame	Keret (web), képkocka (film)	!
framework 	keretrendszer	!
free/busy	szabad/elfoglalt (naptár)	!
freecell	admirális	!
freeform line	szabadkézi vonal	!
freeform polygon	szabad formájú sokszög	!
free positioning	kötetlen elhelyezés	!
Free Software	Szabad szoftver	!
freeze window	ablak rögzítése	!
Frequency	Frekvencia	!
frequency	gyakoriság	!
frequency scaling	órajelszabályozás	?
freshen	felfrissít (tömörített fájlt)	!
from	feladó (e-mail)	!
frontend	előtétprogram, felület	!
FTP	FTP	!
full featured	teljes felszereltségű (~általános BS)	!
full pathname	teljes elérési út	!
full screen	teljes képernyő	!
fully featured	teljes felszereltségű (~általános BS)	!
fully qualified domain name	teljes képzésű tartománynév	!
function	függvény (programozói), funkció (felhasználói szemmel)	!
gallery	képtár, galéria	!
gamma correction	gamma-korrekció	!
Gamma	Gamma	!
gamma value	gamma-érték	!
gap	hézag	!
gapless	szünetmentes (lejátszás)	!
gateway	átjáró	!
general	Általános	!
generate	előállítani	!
generic	Általános	!
genre	műfaj	!
Geometry	Geometria	!
get	get (FTP), megszerzés (ige)	!
getting started	kezdeti lépések, mielőtt elkezdi, ... használatának megkezdése	!
given angle	adott szög	!
Global	Globális	!
global settings	Általános beállítások	!
glue point	csatolópont	!
glyph	szimbólum	!
GNOME	GNOME	!
GNU	GNU	!
goal seek	célértékkeresés	!
go	Ugrás (gomb)	!
GPL	GPL	!
Grab	Elkapás	!
grace time	türelmi idő (lemezkvóta)	!
Gradient	Színátmenet	!
grand total	végösszeg	!
grant	megadni	?
granular	részletes	?
Graph	Grafikon	!
graph	grafikon, gráf	!
Graphical user interface	Grafikus felhasználói felület	!
graphic	kép	!
graphics card	videokártya	!
graphics	kép	!
gravel	kavicsok	!
grayscale	szürkeárnyalatos	!
greylist	szürkelista	!
greyscale	szürkeárnyalatos (NEM: szürkeskálás)	!
Grid	Rács	!
grid view	rácsnézet	?
group box	csoportpanel	!
Group	Csoport	!
group policy	csoportházirend	!
grow	növelni, nagyítani	!
GTK+	GTK+	!
guides	vezetővonal	!
GUI	felület, grafikus felület	!
Gutter	Kötésmargó	!
Hacker	Hacker	!
half-sphere	félgömb	!
handle	kezelni, Leíró (programozásban), Fogantyú (GUI)	!
handout	emlékeztető	!
Handshake	Kézfogás	!
hanging indent	függő behúzás	!
Hard Disk	Merevlemez	!
hard link	hard link	?
hatching	vonalkázás	!
Header	Élőfej, Fejléc	!
header	fejléc, élőfej	!
heading	címsor	!
headless	kijelző nélküli	!
headphone	fejhallgató	!
heap	kupac (memória)	!
Hello World	Szia Világ	!
help about help	a súgó használata	!
helper	segédprogram	?
Help	Súgó	!
heredoc	here-dokumentum	?
Hex	Hexa	!
hibernate	hibernálás	!
Hidden file	Rejtett fájl	!
hidden	rejtett	!
Hide	Elrejtés	!
hierarchy	hierarchia	!
Highlight...	Kiemelés...	!
highlight	kiemelés	!
Histogram	Hisztogram	!
History	Előzmények	!
Home directory	Saját könyvtár	!
Home	Kezdőlap	!
Home Page	Honlap	!
Homogeneous environment	Homogén környezet	!
horizontal line	vízszintes vonal	!
horizontal pitch	vízszintes dőlés	!
horizontal	vízszintes	!
Host	Gép	!
Host name	Gépnév	!
Hot Key	Gyorsbillentyű	!
Hotkey	Gyorsbillentyű	!
hotplug	működés közben cserélhető	?
hover	rámutatni (egérrel)	!
html document	html-dokumentum	!
HTML	HTML	!
html source	html-forrás	!
HTTP	HTTP	!
http proxy	http-proxy	!
Hue	Árnyalat	!
hue	színárnyalat	!
